Nom,Prénom,Mail,Né(e) le,Téléphone,Sexe,Classe,Projet d'accompagnement,Allergies,Régime,Sport,Club,Formation,Groupes,Toutes les options,Redoublement,Moyenne Générale
RACHDI,Samira,rachdi.samira@outlook.com,28/6/1999,0669945712,Féminin,2BP,,Fruits à coque,Demi-pensionnaire,Tennis,Actualité,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"10,8"
RADUKANOVIC,Mickael,radukanovic.mickael@free.fr,15/6/2000,0798672264,Masculin,2POP2,,Poisson,Externe,Basketball,Sport,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"12,06"
RAGUENET,Thomas,raguenet.thomas@free.fr,17/5/2004,0634876851,Masculin,TBRS,,Poisson,Demi-pensionnaire,Football,Cinéma,TLEPRE EUROPEENNE CUISINE,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"12,85"
RAJAONARIVONY,Mamy Eliot,rajaonarivony.mamy eliot@yahoo.fr,17/8/1999,0683990728,Masculin,1BV,,,Externe,Football,Cinéma,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,59"
RAKOTO RABARIJOEL,Mahendry,rakoto rabarijoel.mahendry@orange.fr,2/6/2001,0794610547,Masculin,TBC,,,Demi-pensionnaire,Tennis,Théâtre,TLEPRE EUROPEEN COMMERCE,"Musculation Tle G1 R, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,"16,87"
RIABOFF,Amira,riaboff.amira@gmail.com,25/2/2002,0773430487,Féminin,,,,Externe,Tennis,Actualité,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,55"
RIBEIRO,Patrick,ribeiro.patrick@orange.fr,22/1/1999,0717158400,Masculin,2MCV1,,Kiwi,Demi-pensionnaire,Gymnastique,Théâtre,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,58"
RIBEIRO,Rose Line,ribeiro.rose line@free.fr,17/8/2003,0699692767,Féminin,,,Kiwi,Demi-pensionnaire,Basketball,Robotique,,,ANGLAIS LV1,FAUX,"12,37"
RICHARD,Alyou-Junior,richard.alyou-junior@yahoo.fr,14/4/2003,06586963,Masculin,,,Lactose,Demi-pensionnaire,Karaté,Théâtre,,,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,89"
RINCENT,Pierre-Alexis,rincent.pierre-alexis@gmail.com,2/2/2003,0645521630,Masculin,TBV,,Poisson,Demi-pensionnaire,Karaté,Art,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 L, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,18"
RIVEIRA,Dan,riveira.dan@gmail.com,20/1/2003,0634445577,Masculin,,,Soja,Externe,Gymnastique,Art,TLEPRO COMMERCE,Musculation Tle G1 R,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,34"
RIVEROS ORTEGA,Yan Carlo,riveros ortega.yan carlo@orange.fr,2/2/1999,0649343993,Masculin,,,Soja,Demi-pensionnaire,Tennis,Magie,,,ANGLAIS LV1,FAUX,"17,67"
ROBERT,Calvin,robert.calvin@outlook.com,13/11/1999,0685175372,Masculin,,,Kiwi,Externe,Football,Actualité,1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"17,05"
ROBIN,Dimitri,robin.dimitri@yahoo.fr,9/12/2001,0716124061,Masculin,2BR2,,Oeuf,Demi-pensionnaire,Danse,Actualité,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"13,26"
ROBIN,Tom,robin.tom@orange.fr,17/10/1999,0759494224,Masculin,,,Kiwi,Demi-pensionnaire,Basketball,Art,,,ANGLAIS LV1,FAUX,"13,86"
ROCHA CORREIA,Emma-Rose,rocha correia.emma-rose@yahoo.fr,11/4/2004,073686662,Féminin,1BRS,,Lactose,Demi-pensionnaire,Danse,Art,1ERPRE EUROP.COMMERC. SERVICES EN RESTAU,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"12,8"
RODRIGUES,Hugo,rodrigues.hugo@outlook.com,18/12/2002,0629928188,Masculin,TARED,,Lactose,Demi-pensionnaire,Natation,Sport,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"17,82"
RODRIGUEZ,Jonathan,rodriguez.jonathan@outlook.com,17/7/2003,0642752326,Masculin,1BP,,Poisson,Externe,Gymnastique,Robotique,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"12,75"
ROGET,Valentin,roget.valentin@free.fr,10/5/2004,0677460700,Masculin,,,Soja,Externe,Danse,Théâtre,,,ANGLAIS LV1,FAUX,"14,44"
ROZYCKI,Axel,rozycki.axel@outlook.com,22/7/1999,0727540143,Masculin,1BC,,Kiwi,Demi-pensionnaire,Tennis,Magie,1ERPRO COMMERCE,1BCMATHS,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,06"
RUSSO,Samuel,russo.samuel@free.fr,22/11/2000,0617696675,Masculin,,,,Externe,Basketball,Peinture,,,ANGLAIS LV1,FAUX,"14,49"
SACKO,Balla,sacko.balla@yahoo.fr,15/10/2003,0683032793,Masculin,1BRA,,Fruits à coque,Demi-pensionnaire,Gymnastique,Cinéma,1ERPRO CUISINE,,ANGLAIS LV1,VRAI,"10,5"
SACKO,Mahamadou,sacko.mahamadou@outlook.com,4/3/2000,0628989361,Masculin,TBRA,,Poisson,Demi-pensionnaire,Basketball,Robotique,TLEPRO COMMERC. SERVICES EN RESTAURATION,,ANGLAIS LV1,FAUX,"13,03"
SACKSTEDER,Théo,sacksteder.théo@orange.fr,20/5/2003,0774861368,Masculin,2BR1,,Soja,Demi-pensionnaire,Karaté,Théâtre,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"11,03"
SAGHIR,Rayane,saghir.rayane@gmail.com,1/5/2002,0793653594,Masculin,,,Kiwi,Demi-pensionnaire,Natation,Robotique,,,ANGLAIS LV1,FAUX,"17,17"
SAHNOUNE,Malik,sahnoune.malik@yahoo.fr,27/8/2004,0778255925,Masculin,TBV,,Oeuf,Externe,Danse,Art,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G2 L, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,88"
SAID,Anziz,said.anziz@free.fr,9/10/2000,0696689930,Masculin,2MCV2,,,Demi-pensionnaire,Natation,Robotique,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,42"
SAID,Juhann,said.juhann@gmail.com,26/3/2000,0763620952,Masculin,,,Fruits à coque,Demi-pensionnaire,Natation,Art,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"12,12"
SAID,Ulrich,said.ulrich@gmail.com,2/4/2001,06369827,Masculin,TRISC,,Soja,Externe,Danse,Sport,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"17,56"
SALHI,Yacine,salhi.yacine@gmail.com,5/6/1999,0788033273,Masculin,TRISC,,Oeuf,Demi-pensionnaire,Football,Art,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"10,4"
SALIBOKO,Leo,saliboko.leo@gmail.com,23/5/2000,0727582908,Masculin,2MCV1,,Lactose,Externe,Natation,Cinéma,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,28"
SALMON,Anaïs,salmon.anaïs@orange.fr,4/11/2000,074323100,Féminin,,,Oeuf,Externe,Basketball,Sport,,,ANGLAIS LV1,FAUX,"12,21"
SALMON,Steevy,salmon.steevy@outlook.com,21/11/2000,0742023080,Masculin,,,Kiwi,Demi-pensionnaire,Football,Robotique,,,ANGLAIS LV1,FAUX,"11,67"
SALOMON,Jean-Ulrich,salomon.jean-ulrich@gmail.com,4/7/2004,0612387345,Masculin,TRISC,,,Demi-pensionnaire,Danse,Sport,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"14,53"
SALVATORE,Ugo,salvatore.ugo@free.fr,3/10/1999,069091084,Masculin,1BRS,,,Demi-pensionnaire,Karaté,Robotique,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"12,57"
SAMBAKE,Mariam,sambake.mariam@gmail.com,11/8/2003,0780997457,Féminin,,,Fruits à coque,Externe,Tennis,Peinture,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"15,99"
SAMOUR,Eliès,samour.eliès@orange.fr,6/8/2004,0757816781,Masculin,,,,Demi-pensionnaire,Natation,Art,,,ANGLAIS LV1,FAUX,"17,68"
SANDRI,Antoine,sandri.antoine@yahoo.fr,27/4/2001,0762602454,Masculin,1ARED,,,Demi-pensionnaire,Football,Théâtre,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"14,68"
SANE,Amara,sane.amara@orange.fr,16/4/2004,0741155358,Masculin,THCRS,,Lactose,Demi-pensionnaire,Danse,Sport,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"17,42"
SARMENTO,Eliott,sarmento.eliott@outlook.com,7/11/2003,078490992,Masculin,,,Soja,Externe,Basketball,Natation,,,ANGLAIS LV1,FAUX,"15,75"
SARR,Malick,sarr.malick@gmail.com,5/10/2000,079687313,Masculin,2POP1,,Oeuf,Externe,Football,Cinéma,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"16,56"
SATELLARI,Ledion,satellari.ledion@yahoo.fr,18/12/2002,0767164678,Masculin,TMELEC,,Oeuf,Demi-pensionnaire,Basketball,Cinéma,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"12,93"
SAUNIER,Matthias,saunier.matthias@yahoo.fr,28/8/2000,0672052927,Masculin,,,Lactose,Demi-pensionnaire,Karaté,Robotique,,,ANGLAIS LV1,FAUX,"12,52"
SAYAH,Rayan,sayah.rayan@orange.fr,28/10/2000,0614888062,Masculin,,,,Demi-pensionnaire,Basketball,Sport,,,ANGLAIS LV1,FAUX,"14,32"
SBAÏ,Redouane,sbaï.redouane@gmail.com,14/1/2004,0614377702,Masculin,,,,Demi-pensionnaire,Danse,Sport,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,55"
SCHLUPP,Antoine,schlupp.antoine@orange.fr,12/9/1999,0624119055,Masculin,MCPGCCSA,,Soja,Demi-pensionnaire,Natation,Art,MC     PATIS.GLACE.CHOC.CONFIS.SPECIAL.,,ANGLAIS LV1,FAUX,"11,6"
SCHRIVE,Hugo,schrive.hugo@orange.fr,16/11/2004,0690495998,Masculin,2POP1,,Soja,Externe,Danse,Magie,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"15,2"
SEBGAG,Rayane,sebgag.rayane@free.fr,27/11/1999,0722886775,Masculin,,,Kiwi,Demi-pensionnaire,Basketball,Théâtre,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,78"
SEDDIKI,Wassim,seddiki.wassim@yahoo.fr,17/2/2004,0774955899,Masculin,,,Kiwi,Demi-pensionnaire,Basketball,Sport,,,ANGLAIS LV1,FAUX,"17,36"
SEHAKI,Saïd,sehaki.saïd@gmail.com,9/6/2001,0636172143,Masculin,,,,Externe,Basketball,Sport,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,,ANGLAIS LV1,FAUX,"13,48"
SEITE,Matéo,seite.matéo@free.fr,5/3/2003,0791589148,Masculin,TARED,,,Externe,Tennis,Peinture,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"10,12"
SELENGE,Yann,selenge.yann@gmail.com,6/11/2002,0628959777,Masculin,2MCV1,,,Externe,Natation,Robotique,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV1FRANCA, 2MCV1MATHS, 2MCV1VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"13,88"
SEMMAK,Fares,semmak.fares@outlook.com,15/3/2000,0791855726,Masculin,2POP3,,,Demi-pensionnaire,Danse,Peinture,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS",ANGLAIS LV1,FAUX,"13,23"
SENANEDJ GUERRERO,Léo,senanedj guerrero.léo@orange.fr,15/11/2001,0689868069,Masculin,1BP,,Lactose,Demi-pensionnaire,Karaté,Cinéma,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"16,33"
SEPPOU DIWOUTA,Hugo,seppou diwouta.hugo@gmail.com,15/10/2003,0659223440,Masculin,TBRS,,Soja,Demi-pensionnaire,Danse,Natation,TLEPRE EUROP.COMM.ET SERV.EN RESTAU,"TBRSACCPE, TBRSMATHS","ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"13,59"
SEROUR,Hadi,serour.hadi@orange.fr,3/6/2000,074127580,Masculin,2POP1,,Fruits à coque,Demi-pensionnaire,Gymnastique,Actualité,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"14,56"
SERRANO,Ilyasse,serrano.ilyasse@outlook.com,10/4/2001,0658518710,Masculin,2POP3,,,Demi-pensionnaire,Football,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP3ACCPE, 2POP3ACCPE_1, 2POP3MATHS, 2POP3MATHS_1",ANGLAIS LV1,FAUX,"13,12"
SERVEAUX,Thomas,serveaux.thomas@free.fr,27/1/1999,0765166172,Masculin,2POP1,,Fruits à coque,Demi-pensionnaire,Gymnastique,Robotique,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"10,36"
SETTEGRANA,Enzo,settegrana.enzo@free.fr,1/11/2000,0632485450,Masculin,MCPGCCSA,,,Externe,Danse,Art,MC     PATIS.GLACE.CHOC.CONFIS.SPECIAL.,,ANGLAIS LV1,FAUX,"16,33"
SEVERE,Kylian,severe.kylian@gmail.com,17/3/2004,0665172579,Masculin,2BR2,,,Demi-pensionnaire,Gymnastique,Peinture,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"13,77"
SIBY,Abdouradry,siby.abdouradry@outlook.com,23/9/2003,0671714820,Masculin,1ARED,,Poisson,Demi-pensionnaire,Natation,Cinéma,1ERPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"1AREDCONSTR, 1AREDMATHS",ANGLAIS LV1,FAUX,"17,87"
SIDIBE,Abraham Ali,sidibe.abraham ali@orange.fr,16/8/2004,0786748412,Masculin,TBV,,Soja,Demi-pensionnaire,Gymnastique,Natation,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 L, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,95"
SILVA BORGES,Lauréna,silva borges.lauréna@gmail.com,24/6/2002,0748659284,Féminin,TBP,,,Externe,Football,Actualité,TLEPRO BOULANGER-PÂTISSIER,TBPMATHS,ANGLAIS LV1,FAUX,"12,67"
SILVA SANTOS,Vanessa,silva santos.vanessa@gmail.com,6/11/1999,0690121852,Féminin,,,Oeuf,Demi-pensionnaire,Danse,Robotique,,,"ANGLAIS LV1, ESPAGNOL LV2, ANGLAIS SECTION EURO",FAUX,"10,72"
SILVA-LIMA,Daewan,silva-lima.daewan@gmail.com,12/1/2002,0611620318,Masculin,2MCV2,,Kiwi,Demi-pensionnaire,Karaté,Théâtre,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"14,22"
SIMÉON,Enzo,siméon.enzo@gmail.com,25/12/1999,0753384605,Masculin,,,,Demi-pensionnaire,Basketball,Robotique,,,ANGLAIS LV1,FAUX,"16,21"
SIMONIN,Virgile,simonin.virgile@outlook.com,4/2/2002,0780399772,Masculin,TRISC,,Lactose,Demi-pensionnaire,Natation,Magie,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCMATHS",ANGLAIS LV1,FAUX,"15,72"
SIR EL KHATIM,Mohamed,sir el khatim.mohamed@orange.fr,4/12/2004,0776826898,Masculin,,,,Demi-pensionnaire,Karaté,Théâtre,,,ANGLAIS LV1,VRAI,"10,08"
SISSAKO,Moussa,sissako.moussa@orange.fr,28/8/1999,0671730795,Masculin,,,Kiwi,Demi-pensionnaire,Karaté,Art,,,ANGLAIS LV1,FAUX,"17,28"
SISSOKO,Aïssata,sissoko.aïssata@outlook.com,18/5/2003,076683682,Féminin,1BRS,,Kiwi,Demi-pensionnaire,Gymnastique,Natation,1ERPRE EUROPEENNE CUISINE,1BRSMATHS,"ANGLAIS LV1, ANGLAIS SECTION EURO",FAUX,"10,33"
SISSOKO,Mohamed,sissoko.mohamed@gmail.com,13/7/1999,079654895,Masculin,2POP1,,Kiwi,Demi-pensionnaire,Basketball,Sport,2NDPRO SYSTEMES NUMERIQUES 2NDE COMMUNE,"2POP1MATHS, 2POP1MATHS_1",ANGLAIS LV1,FAUX,"12,62"
SISSOKO,Mouhamadou,sissoko.mouhamadou@yahoo.fr,21/1/2002,0768468404,Masculin,,,Soja,Demi-pensionnaire,Gymnastique,Actualité,,,ANGLAIS LV1,FAUX,"13,99"
SMAHI,Billal,smahi.billal@yahoo.fr,14/3/1999,0643687557,Masculin,TBV,,Kiwi,Demi-pensionnaire,Danse,Natation,TLEPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"Musculation Tle G1 L, TBVFRANCA, TBVMATHS","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,7"
SOARES,Ethan,soares.ethan@yahoo.fr,28/9/1999,0725559023,Masculin,,,Lactose,Demi-pensionnaire,Tennis,Cinéma,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,11"
SOARES,Lucas,soares.lucas@yahoo.fr,19/8/2000,065915633,Masculin,2MCV2,,Poisson,Demi-pensionnaire,Natation,Cinéma,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,05"
SOBREIRA DE SOUSA,André,sobreira de sousa.andré@outlook.com,17/5/2000,0694814219,Masculin,2POP2,,,Externe,Tennis,Art,2NDPRO METIERS ELECT. ENVIRON. CONNECTES,"2POP2MATHS, 2POP2MATHS_1",ANGLAIS LV1,FAUX,"10,68"
SOUDANI,Aïcha,soudani.aïcha@free.fr,21/5/2000,0687095435,Féminin,1BP,,,Demi-pensionnaire,Basketball,Robotique,1ERPRO BOULANGER-PÂTISSIER,1BPMATHS,ANGLAIS LV1,FAUX,"13,24"
SOUFACHÉ,Théo,soufaché.théo@yahoo.fr,14/12/2004,0757736057,Masculin,TRISC,,,Externe,Danse,Sport,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,"TRISCCONSTR, TRISCFRANCA, TRISCMATHS",ANGLAIS LV1,FAUX,"14,3"
SOUIDI,Chaïma,souidi.chaïma@free.fr,15/7/2002,061371310,Féminin,2BP,,,Externe,Natation,Actualité,2NDPRO BOULANGER-PÂTISSIER,"2BPACCPE, 2BPMATHS",ANGLAIS LV1,FAUX,"2,3"
SOUISSI,Hassen,souissi.hassen@orange.fr,4/10/1999,063058587,Masculin,TBC,,Lactose,Demi-pensionnaire,Gymnastique,Sport,TLEPRO COMMERCE,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"16,32"
SOUSA RIBEIRO,Luis,sousa ribeiro.luis@yahoo.fr,20/8/2001,0639410214,Masculin,2CAPC,,Soja,Externe,Tennis,Sport,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 2",ANGLAIS LV1,FAUX,"17,1"
SOUZA DE ALMEIDA,Micael,souza de almeida.micael@free.fr,23/10/2004,0724630203,Masculin,,,Poisson,Demi-pensionnaire,Football,Cinéma,,,ANGLAIS LV1,FAUX,"17,14"
SOW,Hawasall,sow.hawasall@orange.fr,23/9/1999,0780548601,Féminin,2CAPC,,Lactose,Demi-pensionnaire,Danse,Natation,1CAP2  CUISINE,"2CAPCFRANCA, 2CAPCFRANCA_1, 2CAPCMATHS, 2CAPCMATHS_1, EPS CAP 2",ANGLAIS LV1,FAUX,"10,56"
STAN,Fabian,stan.fabian@gmail.com,25/3/2003,0677070833,Masculin,TARED,,Soja,Demi-pensionnaire,Tennis,Cinéma,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,"TAREDCONSTR, TAREDMATHS",ANGLAIS LV1,FAUX,"13,11"
STANKOVIC,David,stankovic.david@gmail.com,27/8/2000,0745973734,Masculin,,,Poisson,Externe,Danse,Cinéma,,,ANGLAIS LV1,FAUX,"16,75"
SURCOUF,Alicia,surcouf.alicia@free.fr,5/6/2001,0660923310,Féminin,,,,Externe,Football,Cinéma,,,ANGLAIS LV1,FAUX,"16,18"
SURESKUMAR,Abinash,sureskumar.abinash@gmail.com,28/9/1999,0627012279,Masculin,,,,Externe,Karaté,Actualité,,,"ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,06"
SYLLA,Hawa,sylla.hawa@gmail.com,28/12/1999,0768881586,Féminin,TBC,,Kiwi,Externe,Football,Art,TLEPRO COMMERCE,"Musculation Tle G1 L, TBCMATHS, TBCVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"11,11"
SYLLA,Matchangué,sylla.matchangué@orange.fr,28/7/2002,0615274841,Féminin,2BR2,,Fruits à coque,Demi-pensionnaire,Football,Peinture,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"10,02"
SYLLA,Sekhou,sylla.sekhou@orange.fr,9/5/2002,0775166697,Masculin,THCRS,,,Externe,Karaté,Actualité,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"16,83"
SYLLA,Soriba,sylla.soriba@orange.fr,26/6/1999,0794705889,Masculin,2EVS,,,Demi-pensionnaire,Natation,Natation,1CAP2  EMPL.VENTE: PRDTS EQUIP.COURANTS,"2EVSACCPE, 2EVSACCPE_1, 2EVSMATHS_1, 2EVSMATHS_1_1, 2EVSMATHS_2",ANGLAIS LV1,FAUX,"14,32"
SZPERLING,Vadim,szperling.vadim@yahoo.fr,27/5/2003,0691234679,Masculin,2BR2,,Poisson,Demi-pensionnaire,Tennis,Cinéma,2NDPRO CUISINE,"2BR2APS CU, 2BR2APS RE, 2BR2FRANCA, 2BR2MATHS, 2BR2MATHS_1",ANGLAIS LV1,FAUX,"12,05"
TABIA,Ilyas,tabia.ilyas@orange.fr,6/6/2000,0729514283,Masculin,1MELEC,,,Demi-pensionnaire,Football,Art,1ERPRO METIERS ELECT. ENVIRON. CONNECTES,"1MELECCONSTR, 1MELECMATHS",ANGLAIS LV1,VRAI,"15,06"
TABLEY,Karl,tabley.karl@outlook.com,13/5/2004,0642738945,Masculin,,,Kiwi,Externe,Basketball,Natation,,,ANGLAIS LV1,FAUX,"14,2"
TADIJE,Joemel,tadije.joemel@orange.fr,8/4/2002,0696510409,Masculin,TMELEC,,Oeuf,Externe,Football,Cinéma,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,"TMELECCONSTR, TMELECMATHS",ANGLAIS LV1,FAUX,"12,16"
TALHA,Yasmina,talha.yasmina@gmail.com,25/8/2001,0745032849,Féminin,2MCV2,,Poisson,Demi-pensionnaire,Karaté,Peinture,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,3"
TALMATKADI,Lysa,talmatkadi.lysa@gmail.com,23/9/2002,0665551693,Féminin,,,Lactose,Demi-pensionnaire,Basketball,Robotique,,,ANGLAIS LV1,FAUX,"16,25"
TAMEGA,Aly,tamega.aly@orange.fr,21/7/2001,0667486534,Masculin,,,Oeuf,Demi-pensionnaire,Karaté,Cinéma,,,ANGLAIS LV1,FAUX,"11,77"
TANDIA,Ousmana,tandia.ousmana@orange.fr,11/11/2000,0627599075,Masculin,THCRS,,,Demi-pensionnaire,Danse,Théâtre,2CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT,,ANGLAIS LV1,FAUX,"10,44"
TARCHOUNE,Ines,tarchoune.ines@outlook.com,7/11/2002,0680505349,Féminin,2MCV2,,Fruits à coque,Externe,Basketball,Magie,2NDPRO MET. RELATION CLIENT 2NDE COMMUNE,"2MCV2FRANCA, 2MCV2FRANCA_1, 2MCV2MATHS_1, 2MCV2VENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"17,53"
TARCHOUNE,Sakina,tarchoune.sakina@outlook.com,22/7/2001,076312770,Féminin,1BV,,Oeuf,Demi-pensionnaire,Football,Natation,1ERPRO VENTE (PROSPECT.NEGO.SUIV.CLIENT),"1BVACCPE, 1BVMATHS, 1BVMATHS_1, 1BVVENTP","ANGLAIS LV1, ESPAGNOL LV2",FAUX,"10,66"
TARDIF GLAZ,Emile,tardif glaz.emile@outlook.com,13/8/2004,0773375474,Masculin,2BR1,,Kiwi,Demi-pensionnaire,Tennis,Natation,2NDPRO CUISINE,"2BR1APS CU, 2BR1FRANCA, 2BR1MATHS_1, 2BR1MATHS_1_1, 2BR1MATHS_2",ANGLAIS LV1,FAUX,"13,9"
